amenity,denomination,name,religion,id,lon,lat
place_of_worship,Vineyard,Geelong Vineyard Church,Christian,8157873309,144.3491574,-38.135238
place_of_worship,Catholic,Sacred Heart,Christian,8178837160,151.544017,-32.7230337
place_of_worship,Anglican,St Mark'S Anglican Church,Christian,8234351669,153.4032264,-27.499564499999998
place_of_worship,Baptist,Tamworth Baptist Church,Christian,8283097426,150.8972771,-31.1117757
place_of_worship,Unknown,Grace City Church,Christian,8288988204,151.2086067,-33.9016435
place_of_worship,Protestant,Kangarilla Uniting Church,Christian,8318728321,138.6539703,-35.1477482
place_of_worship,Anglican,Saint Albans,Christian,8370938032,147.8931882,-35.5395275
place_of_worship,Anglican,Saint Bartholomew'S Anglican Church,Christian,8374934885,149.1484796,-35.9524192
place_of_worship,Lutheran,Alma Park,Christian,8379118991,146.7917901,-35.6045488
place_of_worship,Unknown,Newcastle Community Of Christ,Christian,8380391410,151.6716824,-32.9056252
place_of_worship,Uniting,Gayndah Uniting Church,Christian,8399067729,151.605217,-25.6239561
place_of_worship,Evangelical,Lakeside Christian Church,Christian,8420199353,149.1259523,-35.3152761
place_of_worship,Unknown,Matong Uniting Church,Christian,8428400846,146.9214103,-34.7700485
place_of_worship,Unknown,Parramatta Mosque,Muslim,8460982659,151.0016741,-33.8139603
place_of_worship,Unknown,Police Scouter Chapel,Multifaith,8495214884,153.2188109,-27.6029042
place_of_worship,Unknown,Chapel,Multifaith,8495214885,153.2230746,-27.6009633
place_of_worship,Unknown,Kundrathu Kumaran Temple,Hindu,8540914017,144.7045356,-37.7356279
place_of_worship,Catholic,St Therese'S Church Condamine,Christian,8578707855,150.1358244,-26.9285207
place_of_worship,Unknown,Hewett Community Church Of Christ,Christian,8661885193,138.7505966,-34.577643
place_of_worship,Baptist,Emmanuel Independent Baptist Church,Christian,8686219595,149.0270763,-35.232476
place_of_worship,Unknown,Our Lady Star Of The Sea Catholic Church9,Christian,8691895273,148.8365391,-36.5004941
place_of_worship,Unknown,Saint Paul'S Presbyterian Church,Christian,8732431946,149.5847611,-32.5929504
place_of_worship,Unknown,Frontline Christian Church,Christian,8738921346,149.5971188,-32.6003314
place_of_worship,Unknown,Church,Christian,8744842245,146.2284595,-38.2607162
place_of_worship,Unknown,Onelife Church,Christian,8748091365,149.5910642,-32.5930369
